video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,commentCount,duration,definition,caption,channelName,subscribers,views,totalVideos,playlistId,publishDayName,durationSecs
b8jXkV_Y_Dg,Stephen Kasolo Official,See what prophet William Holms From USA 🇺🇸 did to Kasolo. (God had talked to me concerning you),No Description Available,No Tags,2021-11-15 11:06:25+00:00,12314,117.0,27.0,PT4M1S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Monday,241.0
ygRdBkzkvNM,Stephen Kasolo Official,Stephen Kasolo Live Performance At Bishop Obonyo's Church.  Take over *811*104#,No Description Available,No Tags,2021-11-15 06:20:44+00:00,7252,117.0,26.0,PT6M50S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Monday,410.0
JwBosQ4vo0U,Stephen Kasolo Official,Stephen Kasolo celebrating Shushu's Birthday in Kangundo.. Machakos County.,No Description Available,No Tags,2021-11-14 15:39:01+00:00,17630,117.0,14.0,PT6M44S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Sunday,404.0
bFjCLs_2TTE,Stephen Kasolo Official,Nimehubiri 30 Years. Ndeto Sya W'o Itongelwa Kindu. Mama Mchungaji kutoka kangundo.,No Description Available,No Tags,2021-11-14 07:29:06+00:00,6222,117.0,32.0,PT17M35S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Sunday,1055.0
1ZyOiNSsoxI,Stephen Kasolo Official,Uzee Kando Happy birthday Magdalene Syokau and Her Mother Mutende. ..Live Performance.,No Description Available,No Tags,2021-11-13 19:00:55+00:00,9327,117.0,38.0,PT7M,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Saturday,420.0
RDjedFvT0Rs,Stephen Kasolo Official,Boys Wa Vichekesho  @SammyKiokoComedian And @tomdaktari8410,No Description Available,No Tags,2021-11-13 17:39:21+00:00,20832,117.0,33.0,PT2M52S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Saturday,172.0
sFYOQvtCqMQ,Stephen Kasolo Official,Apostle Ng'aNg'a unhappy 🙁.  let's pray for the Servant of God.,No Description Available,No Tags,2021-11-12 04:10:05+00:00,19279,117.0,80.0,PT13M50S,sd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Friday,830.0
AE24yxdE8rc,Stephen Kasolo Official,Let's APPRECIATE these Kids.. Get skiza take over Dial *811*104#,No Description Available,No Tags,2021-11-11 07:40:50+00:00,11542,117.0,56.0,PT4M,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Thursday,240.0
j6xHZf_S4AA,Stephen Kasolo Official,Kasolo visits Deliverance Church Karagita... in Utawala. success kindly Subscribe to our Channel .,No Description Available,No Tags,2021-11-07 18:18:29+00:00,6235,117.0,14.0,PT7M35S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Sunday,455.0
zC1b-SaBot8,Stephen Kasolo Official,Kasolo performance @Utawala,No Description Available,No Tags,2021-11-07 11:14:53+00:00,5548,117.0,33.0,PT6M43S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Sunday,403.0
2WpS8-85aZE,Stephen Kasolo Official,Tulilelewa Chini Ya jiwe Kubwa Na Leo nimewajengea Wazazi wetu😭 Cate. Whah..Hatukuwa na Nyumba.,No Description Available,No Tags,2021-11-06 19:58:01+00:00,283659,117.0,228.0,PT10M1S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Saturday,601.0
RgUBXSmlO9s,Stephen Kasolo Official,Stephen Kasolo Performance At Mutha in Kitui County.  House Opening Ceremony.,No Description Available,No Tags,2021-11-06 19:13:36+00:00,48633,117.0,53.0,PT7M6S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Saturday,426.0
P7dWye0esJY,Stephen Kasolo Official,Ushuhuda wa Waimbaji kuhusu Kasolo.  Nikweli Ama Sikweli..? Tupe comment.,No Description Available,No Tags,2021-11-05 05:54:29+00:00,7239,117.0,35.0,PT2M49S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Friday,169.0
U-qQ2hx7RB0,Stephen Kasolo Official,Stephen Kasolo Performance Success *811*104#,No Description Available,No Tags,2021-11-03 08:45:13+00:00,28289,117.0,45.0,PT7M25S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Wednesday,445.0
bOZyiUv9adg,Stephen Kasolo Official,YAKALE YAMEPITA.... STEPHEN KASOLO. Take over Dial *811*104#,No Description Available,No Tags,2021-11-02 15:57:23+00:00,13929,117.0,45.0,PT5M11S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Tuesday,311.0
ag-YCrRw-9c,Stephen Kasolo Official,STEPHEN KASOLO SUCCESS BEHIND THE SCENES.,No Description Available,No Tags,2021-11-01 08:17:18+00:00,6121,117.0,24.0,PT14M55S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Monday,895.0
5uQ0m7CDb3o,Stephen Kasolo Official,SUCCESS BEST REVENGE 👌.  STEPHEN KASOLO AT JIC CHURCH NAIROBI TOWN WITH APOSTLE JEREMIAH KIOKO.,No Description Available,No Tags,2021-10-31 17:47:30+00:00,20851,117.0,57.0,PT5M53S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Sunday,353.0
9RQsihmfGDY,Stephen Kasolo Official,Wachana Nao.... Success best revenge *811*79#,No Description Available,No Tags,2021-10-31 08:34:41+00:00,17332,117.0,51.0,PT7M22S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Sunday,442.0
vZXA24pa0ec,Stephen Kasolo Official,Success   🙌 Best Challenge.,No Description Available,No Tags,2021-10-30 18:50:39+00:00,19491,117.0,22.0,PT1M,sd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Saturday,60.0
m78R7gRt0RY,Stephen Kasolo Official,NI KINENE PERFORMANCE! *811*79#,No Description Available,No Tags,2021-10-29 18:10:15+00:00,6603,117.0,38.0,PT6M30S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Friday,390.0
IE3d16P6S4o,Stephen Kasolo Official,"This is a pure Talent! KIZUDEH from Multimedia university!! ""I will support him"".. Kasolo says.",No Description Available,No Tags,2021-10-27 19:41:46+00:00,1624,117.0,21.0,PT4M39S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Wednesday,279.0
IKfpztEHjGU,Stephen Kasolo Official,Nimepitia nikatamani nife😭💔Mirrium Musenya!! Nilipata ulemavu nikiwa na miaka Tatu!! Naomba msahada.,"To support Her use 
+254724965412

Her YouTube channel Click here. 👇👇👇

https://youtube.com/channel/UCEFK_KBY2sJyT5sCVFOveEQ",No Tags,2021-10-26 19:29:20+00:00,30414,117.0,70.0,PT18M15S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Tuesday,1095.0
DJGF2EFIjg8,Stephen Kasolo Official,Success Challenge By watu Wa Mungu!! Maras. *811*104#,No Description Available,No Tags,2021-10-25 16:34:30+00:00,5894,117.0,43.0,PT10M47S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Monday,647.0
e0_X2UcSAWs,Stephen Kasolo Official,😭 Swali Lililo mfanya Kasolo Kulia @SwitchTVKenya(Kwanini Haujawai mwacha Mungu Kama wengine) #Success,No Description Available,No Tags,2021-10-24 19:39:24+00:00,13640,117.0,81.0,PT12M51S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Sunday,771.0
9-MGe6-TA20,Stephen Kasolo Official,STEPHEN KASOLO - SUCCESS SMS SKIZA 5963855 TO 811 (OFFICIAL VIDEO),"#StephenKasolo #Success #NgommaGospel

©2021 Administered by Ngomma VAS Limited.
Directors
Willy the photographer 0725878478
Don mdawana 0790364170

Facebook : https://www.facebook.com/kasolokitole

instagram : https://www.instagram.com/stephen.kasolo/


Ubani Lux Executives: 

Websie: https://ubanilux.com/
IG: https://instagram.com/ubaniluxexecutives?utm_medium=copy_link
FB: https://m.facebook.com/UbaniLuxExecutives/
CONTACTS: +254716215928 | +254721416603
( #comfortwithasmile)","['stephen kasolo', 'kamba music', 'kamba', 'gospel music', 'kenyan music', 'kenya', 'kitole', 'kelele', 'hautasumbuka tena', 'ngai niwukilasya', 'Ngomma', 'Ngomma vas', 'Ngomma.com']",2021-10-22 13:30:42+00:00,2423864,117.0,1687.0,PT7M25S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Friday,445.0
6gYWT9NUj0U,Stephen Kasolo Official,Success The best revenge(Wachana Nao) Dropping Soon.. *811*104# Stephen Kasolo.,No Description Available,No Tags,2021-10-20 04:57:20+00:00,52993,117.0,164.0,PT2M47S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Wednesday,167.0
_gurDLtWD0E,Stephen Kasolo Official,Kasolo performance at AIC Runda.*811*104#,No Description Available,No Tags,2021-10-17 16:01:43+00:00,12393,117.0,33.0,PT6M44S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Sunday,404.0
aWXzaMt0eiw,Stephen Kasolo Official,NIKIWA GHANA 🇬🇭 NILIONGELESHWA NA MUNGU!! TAJIRI MAMA MERCY FROM RUNDA APIGA MAGOTI KUSEMA.,No Description Available,No Tags,2021-10-17 14:08:18+00:00,17965,117.0,27.0,PT6M55S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Sunday,415.0
ZG8pbpHfgdw,Stephen Kasolo Official,HE HAS PRODUCED ALL MY HIT SONGS.. MEET VICTOR MWAS. LET'S APPRECIATE HIM. MTOTO WA PASTOR,No Description Available,No Tags,2021-10-13 09:30:27+00:00,3634,117.0,38.0,PT5M3S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Wednesday,303.0
bfjywIh72wk,Stephen Kasolo Official,NIKIKARIBIA MWANAUME NAEZA PEANA HARAKA..WHAH..😂🤣🤭‼️🔥 #CAROLINANYAMBURA. ASEMA.,"support this Girl 👇👇👇
https://youtu.be/Gm3P0CsnUOY",No Tags,2021-10-12 15:53:14+00:00,9630,117.0,41.0,PT12M37S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Tuesday,757.0
dPl3N6wmYxU,Stephen Kasolo Official,How I do My Hair Cut!! Step one to the final... with Bright,No Description Available,No Tags,2021-10-11 06:06:39+00:00,5855,117.0,20.0,PT8M2S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Monday,482.0
-G41REgVwTw,Stephen Kasolo Official,Enjoy Kinene kasolo and the team.. *811*79#,No Description Available,No Tags,2021-10-10 17:47:07+00:00,5884,117.0,23.0,PT6M30S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Sunday,390.0
mExP9plSnxI,Stephen Kasolo Official,Whah! See this and Thank God you have two legs. Kasolo performance in Wakorino's Church *811*79#,No Description Available,No Tags,2021-10-10 16:56:41+00:00,19880,117.0,51.0,PT9M49S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Sunday,589.0
4rtwwGs05Bg,Stephen Kasolo Official,THANK YOU FAMILY YOU MEAN ALOT TO ME.  SUBSCRIBE TUKISONGA,No Description Available,No Tags,2021-10-09 11:03:52+00:00,4778,117.0,45.0,PT3M15S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Saturday,195.0
oiVRonsPZuw,Stephen Kasolo Official,Kasolo receives A Gift From (Mrs Sylvia Parsons) God bless you. May you never lack 👏,No Description Available,No Tags,2021-10-07 10:51:58+00:00,6732,117.0,40.0,PT9M,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Thursday,540.0
Us_9B_4Ew5Q,Stephen Kasolo Official,Kasolo's Family @gracembeneka8647 @shinekasolo9684  We love you our Fans.  Continue Supporting this Us,"@shinekasolo9684 👇👇👇
https://youtube.com/channel/UCBEBNjWBPUdmzP0repsGdTA

@gracembeneka8647 
https://youtube.com/channel/UCmFcz-Lk-zJsIcdvAt_klmA",No Tags,2021-10-06 18:22:18+00:00,19454,117.0,83.0,PT10M50S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Wednesday,650.0
k7WGB8jCwSM,Stephen Kasolo Official,Team Jehovah umenitoa Mbali Kiongozi anawaita huku @eroomtetezi . Ooo Jehovah Take Over.,No Description Available,No Tags,2021-10-05 07:40:59+00:00,1455,117.0,6.0,PT4M1S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Tuesday,241.0
qyFAbThnW84,Stephen Kasolo Official,GRACE DOESN'T KNOW BOUNDARIES! THIS CHURCH ACCEPTED KASOLO. TAKE OVER ✌❤*811*79#,No Description Available,No Tags,2021-10-04 19:36:52+00:00,18936,117.0,60.0,PT9M40S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Monday,580.0
_5-RHdz4I7I,Stephen Kasolo Official,Whah Today have challenged my school Mate  #Sautiless TV..  kindly support them.,No Description Available,No Tags,2021-10-04 10:03:39+00:00,2281,117.0,22.0,PT6M8S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Monday,368.0
Tsvw6fkuCY4,Stephen Kasolo Official,Kasolo with His team at Kakiro Nguma Launch @ImaraDaima.,No Description Available,No Tags,2021-10-03 17:20:50+00:00,14506,117.0,43.0,PT7M8S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Sunday,428.0
upTqOGyoiqc,Stephen Kasolo Official,STEPHEN KASOLO PREACHING AT NIGHT IN THE STREETS OF NAIROBI. GOSPEL OF JESUS TO THE WORLD,No Description Available,No Tags,2021-10-02 07:28:21+00:00,2659,117.0,21.0,PT8M21S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Saturday,501.0
5k-hk-MxdQQ,Stephen Kasolo Official,"wow see this, Kasolo and Brenda... #CookwithBrenda... Ona hii ni kali.",No Description Available,No Tags,2021-10-02 05:13:30+00:00,2821,117.0,18.0,PT4M26S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Saturday,266.0
jX7q2TIlso8,Stephen Kasolo Official,Kasolo and Dj Biado @Djbiado Let's show our love,https://youtube.com/channel/UCUgz1P3qDgGZKLbFZ05UgHg,No Tags,2021-10-01 18:04:27+00:00,2582,117.0,10.0,PT1M55S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Friday,115.0
PeNrxMuxqcE,Stephen Kasolo Official,(Kiburi yangu imepanda😂) kasolo With my mum  @JanetOtieno  Just Support Her.,"Support Mum Jane by subscribing 👇👇
https://youtube.com/c/JanetOtieno",No Tags,2021-10-01 13:42:13+00:00,3821,117.0,30.0,PT3M27S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Friday,207.0
q16DsmRX5lU,Stephen Kasolo Official,Mama Shine @gracembeneka8647  HER 1st time to Fly .. Naogopa tutaanguka 😂 2019,@gracembeneka8647 @gracembeneka8647 Support her through subscribing,No Tags,2021-09-29 15:27:54+00:00,54537,117.0,135.0,PT1M54S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Wednesday,114.0
Txci-SnAnvs,Stephen Kasolo Official,KASOLO PREACHING  IN THE STREETS OF NAIROBI.,No Description Available,No Tags,2021-09-27 12:58:15+00:00,14306,117.0,66.0,PT10M41S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Monday,641.0
Zbdlc584e_w,Stephen Kasolo Official,Wow All Kamba Gospel Artist Celebrating Jesus singing Take over Together with Kasolo. *811*79#,No Description Available,No Tags,2021-09-26 18:55:17+00:00,7302,117.0,33.0,PT7M1S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Sunday,421.0
yi0NNg7VxYM,Stephen Kasolo Official,Huruma Barabara yafungwa kasolo aimbe na kuombea watu!! Ooo This is Grace of God. *811*79#,No Description Available,No Tags,2021-09-26 18:40:41+00:00,23823,117.0,94.0,PT9M28S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Sunday,568.0
H19EbbXFRlE,Stephen Kasolo Official,Maombi ya Governor Ngilu kwa #DPRuto🤣😂 Aki God have mercy on us.,No Description Available,No Tags,2021-09-26 07:31:31+00:00,3504,117.0,30.0,PT1M3S,sd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Sunday,63.0
Bio-7kSwrXE,Stephen Kasolo Official,Stephen Kasolo performance at Mutomo. in Kitui,No Description Available,No Tags,2021-09-25 19:17:50+00:00,16058,117.0,51.0,PT6M53S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Saturday,413.0
vZ0e-nt6jrs,Stephen Kasolo Official,AM BLIND BUT HAVE PREACHED IN MORE THAN 10 NATIONS OF THE WORLD.  APOSTLE ANGELA MUSYOKA SAYS.,No Description Available,No Tags,2021-09-24 16:09:46+00:00,5388,117.0,25.0,PT14M16S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Friday,856.0
I2KzLqDGjzQ,Stephen Kasolo Official,Babu yangu ni Mganga @kakironguma9939 Aiii This is great 👍(This is what I do for living beside music).,No Description Available,No Tags,2021-09-23 17:06:29+00:00,5725,117.0,29.0,PT8M27S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Thursday,507.0
MRI-V27m6qQ,Stephen Kasolo Official,I helped Wambui when she was hopeless. Today she has suprised me in my house ...Wema ni akiba kweli,No Description Available,No Tags,2021-09-22 19:48:16+00:00,12144,117.0,73.0,PT14M45S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Wednesday,885.0
ndBAYPnYHgs,Stephen Kasolo Official,STEPHEN KASOLO CAN MAKE YOU LAUGH .KINDLY LET'S SUBSCRIBE FOR MORE VIDEOS.@shinekasolo9684.,No Description Available,No Tags,2021-09-21 06:12:27+00:00,62979,117.0,40.0,PT2M54S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Tuesday,174.0
Ml28U2PCTow,Stephen Kasolo Official,NILIPATWA NA HUU UGONJWA IKABIDI NIENDE ISOLATION BUT NIMEPONA. MUNGU NI MKUU. DAN KIOKO ASIMULIA.,@MuvangoReloaded,No Tags,2021-09-19 19:19:36+00:00,4819,117.0,13.0,PT9M13S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Sunday,553.0
El7c2mwn0Vo,Stephen Kasolo Official,WENGINE WAMEENDA AKINA MUKWENZE NAMI NATAKA KWENDA. AM OLD THAN THEM KAKUNIKE SAYS.,No Description Available,No Tags,2021-09-19 11:41:27+00:00,98973,117.0,78.0,PT5M9S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Sunday,309.0
vuoFspNn3S4,Stephen Kasolo Official,Whah Ni Kinene Kii.. Kasolo celebrate Ngamwathe life well lived.,"@shinekasolo9684 @gracembeneka8647 
Support them kindly.",No Tags,2021-09-19 09:42:16+00:00,135562,117.0,86.0,PT7M19S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Sunday,439.0
nZp95Mtu9pw,Stephen Kasolo Official,STEPHEN KASOLO NENDA SALAMA ANN KASALU (Official Video) *811*79#...  RIP SHUSHU.,No Description Available,No Tags,2021-09-18 04:46:15+00:00,493532,117.0,182.0,PT7M57S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Saturday,477.0
c0JEA5b-Myw,Stephen Kasolo Official,Stephen Kasolo Live Performance Ann 102 Years  Nenda salama RIP... @Makueni County.,No Description Available,No Tags,2021-09-17 14:21:29+00:00,39679,117.0,61.0,PT7M56S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Friday,476.0
-kQ7iQ6wepo,Stephen Kasolo Official,WOW SHE HAS A GOLDEN HEART 💛.. SHOW SOME LOVE.,"Follow Her👇👇👇
https://youtube.com/c/ANNEWALAWRENCEOFFICIAL",No Tags,2021-09-16 14:57:03+00:00,4652,117.0,18.0,PT1M36S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Thursday,96.0
sLnxaGPyVJs,Stephen Kasolo Official,"See How i Flew  from Mombasa to Nairobi.. by Jambo Jet,,....                   kindly subscribe...",No Description Available,No Tags,2021-09-15 18:48:51+00:00,7226,117.0,29.0,PT3M40S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Wednesday,220.0
7R3nzPRx6JE,Stephen Kasolo Official,HII KAZI NIMEIFANYA NIKASOMESHA NA MIMI NINAISHI BAHARINI.,No Description Available,No Tags,2021-09-13 07:35:37+00:00,3598,117.0,12.0,PT5M39S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Monday,339.0
EN7yUHn6mg8,Stephen Kasolo Official,Bishop Daniel From Mombasa Praying for Stephen Kasolo Concerning the Elections 2022.,No Description Available,No Tags,2021-09-12 16:43:33+00:00,6050,117.0,30.0,PT7M7S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Sunday,427.0
d0MKoQ0JOdU,Stephen Kasolo Official,JEHOVAH TAKE OVER (WORSHIP) BY STEPHEN KASOLO. *811*104#,#StephenKasolo #JehovahTakeOver #NgommaGospel,"['JEHOVAH TAKE OVER (WORSHIP) BY STEPHEN KASOLO', 'Stephen Kasolo', 'Ngomma', 'Kenyan Music', 'Gospel Music', 'Swahili Msusic', 'Kamba Music']",2021-09-11 08:31:00+00:00,60091,117.0,118.0,PT6M15S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Saturday,375.0
IyTYVDCaK0I,Stephen Kasolo Official,STEPHEN KASOLO AND @carolinemuthoka5990 USA 🇺🇸 AT PIPLINE DOING WAMBUMYA VAASA.,No Description Available,No Tags,2021-09-08 07:54:09+00:00,6741,117.0,25.0,PT7M25S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Wednesday,445.0
1PttD1Al9Co,Stephen Kasolo Official,Ni Kinene Wow Kasolo @Pipline *811*79#,No Description Available,No Tags,2021-09-07 20:37:54+00:00,10289,117.0,31.0,PT7M24S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Tuesday,444.0
_PkAAWQvyVc,Stephen Kasolo Official,Mukwenze and Kasolo Flushback Whah..😭Kifo ni Adui Mkubwa.,No Description Available,No Tags,2021-09-07 14:00:31+00:00,14909,117.0,62.0,PT4M4S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Tuesday,244.0
bSApgR8CAms,Stephen Kasolo Official,MIMI PUNDA NILIFANIKIWA KUNYWA MAJI KWA HESHMA YA NGOMBE..  BAHATI NI NABII WA MUNGU.,No Description Available,No Tags,2021-09-07 11:02:01+00:00,3841,117.0,22.0,PT5M13S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Tuesday,313.0
zw9cnZtOxbo,Stephen Kasolo Official,Take over Song Makes people go crazy for Jesus At PCG Church Rongai.,No Description Available,No Tags,2021-09-05 13:13:35+00:00,16332,117.0,74.0,PT9M39S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Sunday,579.0
YTyHk1VVLRY,Stephen Kasolo Official,Kitole During a wedding.. *811*79#,No Description Available,No Tags,2021-09-05 06:44:29+00:00,3381,117.0,10.0,PT3M12S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Sunday,192.0
BF1jCa6KdeM,Stephen Kasolo Official,Kasolo doing Take over During a wedding  @Karen.,No Description Available,No Tags,2021-09-04 14:28:17+00:00,19076,117.0,68.0,PT4M10S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Saturday,250.0
FlMMUKnmwpA,Stephen Kasolo Official,MUM TABITHA SUPRISED ME WITH THESE ONES. ASANTE MUM TABITHA WA MOMBASA. (STEPHEN KASOLO) TWAUZA.,No Description Available,No Tags,2021-09-03 14:34:09+00:00,13284,117.0,74.0,PT5M59S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Friday,359.0
rYsmMsdrQkA,Stephen Kasolo Official,TAKE OVER BEHIND THE SCENES. STEPHEN KASOLO *811*501#,No Description Available,No Tags,2021-09-02 18:38:49+00:00,6804,117.0,28.0,PT32M18S,hd,False,Stephen Kasolo Official,668000.0,135299612.0,1797.0,UUcEIuIasgNTRoxjk5lI_t6A,Thursday,1938.0
